"：<br/>1、本科以上学历，财务、金融、统计、经济类，计算机相关专业毕业；<br/>2、5年以上相关银行工作经历，熟悉银行业务架构和数据架构；<br/>3、具备数据仓库项目实际经验，或监管报送集市项目经验，或客户风险领域项目经验；<br/>4、熟悉SQL，Hive，Spark技术；<br/>5、有数据质量管理·经验者优先；有银行业数据治理项目经验者优先；<br/>6、具备良好的分析问题和解决问题的能力；<br/>7、具备良好的计算机使用能力，熟练使用办公软件；<br/>8、具备良好的沟通能力。
                        "
"：<br/>1、本科及以上学历，数学、统计学、计算机相关专业优先，有数据分析/指标搭建/内容安全工作经验优先；<br/>2、2年以上数据分析经验，熟练使用SQL、R/Python 等数据分析常用工具；<br/>3、具有快速学习和思考能力，可快速理解内容安全业务、挖掘数据逻辑；<br/>4、工作认真细致，具备良好的沟通能力、协调能力和报告撰写能力，抗压性强。
                        "
"：<br/>1、全日制本科及以上学历，3年以上数据统计分析工作经验；<br/>2、有互联网行业或教育行业经历优先；<br/>3、具备数据处理及分析、良好的沟通、组织协调能力；<br/>4、具有较强的逻辑思维能力，原则性强，能动性强，能承受较大的工作压力和挑战。
                        "
